Tweet,Label,clean_tweet
"Ahok dituntut 1 tahun penjara. Kemungkinan akan divonis bebas. Masalahnya, warga DKI terlanjur kehilangan pemimpin terbaik. #FreeAhok",Non_HS,ahok tuntut tahun penjara mungkin akan vonis bebas masalah warga dki lanjur hilang pimpin baik freeahok
Alhamdulillah tuntutan jaksa hanya 1 tahun masa percobaan 2 tahun yg artinya sbnrnya jaksa mengakui kalo Ahok itu tak bersalah #FreeAhok,Non_HS,alhamdulillah tuntut jaksa hanya tahun masa coba tahun yg ainya sbnrnya jaksa aku kalo ahok itu tak salah freeahok
Kalah atau menang #tetapahok. Terimakasih krn banyak ngasih pelajaran bagaimana kerja keras utk rakyat dgn bersih.,Non_HS,kalah atau menang tetapahok terimakasih krn banyak ngasih ajar bagaimana kerja keras utk rakyat dgn bersih
"Pilkada Serentak, Megawati Hanya Minta Jangan ada Intimidasi dan Politik Uang https:\/\/t.co\/zHhvJ4qrrY",Non_HS,pilkada serentak megawati hanya minta jangan ada intimidasi dan politik uang
#thw911 Saat Anies-Sandiaga Minta Doa Ustaz untuk Debat Pilkada https:\/\/t.co\/2odlrYteU1,Non_HS,thw saat anies sandiaga minta doa ustaz untuk debat pilkada
Jangan pernah lelah mengabdi untuk Indonesia Pak @basuki_btp. #TetapAhok!,Non_HS,jangan pernah lelah abdi untuk indonesia pak tetapahok
"@LaitsSaja Jika Menang, Anies Siap Rangkul Paslon Lain Jika menang dalam kontestasi Pilkada https:\/\/t.co\/KG40YTelWX",Non_HS,jika menang anies siap rangkul paslon lain jika menang dalam kontestasi pilkada
@LaitsSaja TNI-Polri Bersinergi Jaga Keamanan Jelang Pilkada DKI TNI dan Polri terus bersin https:\/\/t.co\/HP77I9lffG,Non_HS,tni polri sinergi jaga aman jelang pilkada dki tni dan polri terus bersin
@novie_wednes72r Bismillah Inshaa ALLAH Agus Sylvi menang Pilkada DKI 1putaran dan jadi pemimpin yg amanah dan mencintai rakyat jakarta.,Non_HS,bismillah inshaa allah agus sylvi menang pilkada dki putar dan jadi pimpin yg amanah dan cinta rakyat jakaa
Trima kasih pak uda bikin jakarta lebih baik selama bapak menjabat....,Non_HS,trima kasih pak uda bikin jakaa lebih baik lama bapak jabat
@nu_online sikap yang jelas dan tegas demi ketertiban dan keamanan ibu kota negara menjelang pilkada dki jakarta,Non_HS,sikap yang jelas dan tegas demi keteiban dan aman ibu kota negara jelang pilkada dki jakaa
Rencana Tuhan lebih baik dari rencana manusia. Mungkin Ahok bs bekerja kebih baik di posisi lain,Non_HS,rencana tuhan lebih baik dari rencana manusia mungkin ahok bs kerja kebih baik di posisi lain
walau kalah tp aku tetap merasa terhormat mendukung BADJA #TerimakasihAhok,Non_HS,walau kalah tp aku tetap rasa hormat dukung badja terimakasihahok
Basuki TP Ahok Wawancara informal dengan wartawan Balaikota: https:\/\/t.co\/g7iB5H5RUL,Non_HS,basuki tp ahok wawancara informal dengan waawan balaikota
"Terimakasih Pak Ahok @basuki_btp #tetapahok karena kita memang siap kalah, dan selamat buat Gubernur baru",Non_HS,terimakasih pak ahok tetapahok karena kita memang siap kalah dan selamat buat gubernur baru
LUCU !! Yuk Melihat AHOK Promosikan Musik Dangdut Kepada Tamu Mancanegara,Non_HS,lucu yuk lihat ahok promosi musik dangdut kepada tamu mancanegara
"Minggu Tenang Pilkada, Ahok Fokus Kerja di Balai Kota: Peresmian-peresmian RPTRA CSR ditunda.",Non_HS,minggu tenang pilkada ahok fokus kerja di balai kota resmi resmi rptra csr tunda
MANTAB !! AHOK dan Pemprov DKI Jakarta Terjunkan Alat Berat Untuk Keruk Sampah di Waduk Pluit,Non_HS,mantab ahok dan pemprov dki jakaa terjun alat berat untuk keruk sampah di waduk pluit
Pagi Ini Polrestro Bekasi Gelar Pasukan Pilkada https:\/\/t.co\/ypRv5nNjSb,Non_HS,pagi ini polrestro bekas gelar pasu pilkada
Pak @basuki_btp saya hanya bantu menyampaikan. Sbg orang2 di sekitar Pak Ahok bisa menyampaikan ke beliau. @kurawa. #BlusukanAhok #Gue2,Non_HS,pak saya hanya bantu sampai sbg orang di sekitar pak ahok bisa sampai ke beliau blusukanahok gue
"pak ahok kalau anda jadi gubernur jangan lupa anda harus bangun provinsi Jambi buat lahan petani semua, dan jln kreta api jambi, riau, lampung",Non_HS,pak ahok kalau anda jadi gubernur jangan lupa anda harus bangun provinsi jambi buat lahan tani semua dan jln kreta api jambi riau lampung
Partai Nasdem Optimis Menang di Pilkada Serentak 2017 https:\/\/t.co\/EOAzcxai94,Non_HS,paai nasdem optimis menang di pilkada serentak
"biar kalah, tetap bangga. Sabar n iklas menerima nya. Masih bnyak jabatan lain untuk pak ahok. #TetapAhok",Non_HS,biar kalah tetap bangga sabar n iklas terima nya masih bnyak jabat lain untuk pak ahok tetapahok
Sabar n iklas ya pak. Apa pun hasil nya. Kita tetap dukung. Di mna pun/jabatn apa pun yg bpk emban nanti. #TetapAhok,Non_HS,sabar n iklas ya pak apa pun hasil nya kita tetap dukung di mna pun jabatn apa pun yg bpk emban nanti tetapahok
"Wlaupun kita tak kenal,saya yakini slama ini kamu tlah bkerja kras tuk sebuah nilai yg diperjuangkan.",Non_HS,wlaupun kita tak kenal saya yakin slama ini kamu tlah bkerja kras tuk buah nilai yg juang
"RT @ahokdijegal: Kita mgk bs mendukung dia dlm hal kejujuran dan niat baik utk melayani warga, tapi gantiin dia dlm hal pekerjaan",Non_HS,kita mgk bs dukung dia dlm hal jujur dan niat baik utk layan warga tapi gantiin dia dlm hal kerja
"Puluhan Personel Brimob Nunukan Diberangkatkan, Amankan Pilkada di Dua Provinsi",Non_HS,puluh personel brimob nunukan berangkat aman pilkada di dua provinsi
@basuki_btp sing sabar pak.. Simpen energi bapak untuk bagian lain Indonesia... Gusti Allah mboten sare pak...,Non_HS,sing sabar pak simpen energi bapak untuk bagi lain indonesia gusti allah mboten sare pak
"Karena saya memilih dengan sehat maka saya kompensasikan dengan sarapan pagi yang, uhm, secara umum gak sehat. IMPAS",Non_HS,karena saya pilih dengan sehat maka saya kompensasi dengan sarap pagi yang uhm cara umum gak sehat impas
"RT @Aktualco: Mahfud MD Heran, UU Pemda Sangat Jelas Tapi Mendagri Keukeuh Pertahankan Ahok",Non_HS,mahfud md heran uu pemda sangat jelas tapi mendagri keukeuh peahankan ahok
"RT @AlissaWahid: Tuips, Ibu Sinta Nuriyah tidak pernah mengeluarkan pernyataan terkait pilkada DKI",Non_HS,tuips ibu sinta nuriyah tidak pernah keluar nyata kait pilkada dki
RT @AmaliaAmelCute2: Lebih tambah jatuh hati deh jadinya Tak bisa berpaling ke pilihan yg lain Tetap ke pak ahok -Djarotlah yg terbaik,Non_HS,lebih tambah jatuh hati deh jadi tak bisa paling ke pilih yg lain tetap ke pak ahok djarotlah yg baik
"RT @AnakBaranusa: Yoi... Yang Jelas Pemenagnya itu hanya satu pasang calon, buka dua apa lagi tiga. 1, 2 dan 3 memiliki Peluang yg sama",Non_HS,yoi yang jelas pemenagnya itu hanya satu pasang calon buka dua apa lagi tiga dan milik peluang yg sama
"RT @AT_AbdillahToha: Aksi 112 tampaknya akan diubah jadi zikir pilkada. Sejauh yg saya tahu, zikir adalah ibadah dekatkan diri ke Allah.",Non_HS,aksi tampak akan ubah jadi zikir pilkada jauh yg saya tahu zikir adalah ibadah dekat diri ke allah
"RT @blogdokter: Janganlah karena pilkada dan kepentingan politik sesaat, persahabatan dan persaudaraan kita terputus | Kita adalah saudara.",Non_HS,jangan karena pilkada dan penting politik saat sahabat dan saudara kita putus kita adalah saudara
RT @Brani2000: Pilkada di Beltim di kampung sendiri ahok hanya 33% suara. Di Babel kalah telak. Pilkada di DKI? paling cuma 3% suara,Non_HS,pilkada di beltim di kampung sendiri ahok hanya suara di babel kalah telak pilkada di dki paling cuma suara
RT @digembok: Ya allah... Beneran... Pak ahok akhirnya samperin si emak...,Non_HS,ya allah beneran pak ahok akhir samperin si emak
"Terimakasih Pak @basukibtp untuk 5 tahunnya, 3 tahun sbg wakil gubernur & 2 tahun sbg gubernur!",Non_HS,terimakasih pak untuk tahun tahun sbg wakil gubernur tahun sbg gubernur
"RT @eliya_mkom: kesimpulannya tuips, mari kita menangkan Agus Sylvi SATU Putaran, gak perlu pakai 2 putaran segala, cuma habiskan waktu",Non_HS,simpul tuips mari kita menang agus sylvi satu putar gak perlu pakai putar segala cuma habis waktu
Dan selamat atas kemenangannya untuk bapak Anies & Sandi. Semoga Jakarta bisa bersatu lagi,Non_HS,dan selamat atas menang untuk bapak anies sandi moga jakaa bisa satu lagi
Bangga masih memiliki putra bangsa seperti pak Basuki dan pak Jarot.,Non_HS,bangga masih milik putra bangsa pei pak basuki dan pak jarot
"Temen-temen, apapun pilihannya, masih ada kehidupan setelah pilkada. Mari saling merangkul & saatnya Jakarta maju dan bahagia bersama.",Non_HS,temen temen apa pilih masih ada hidup telah pilkada mari saling rangkul saat jakaa maju dan bahagia sama
"Selamat atas status barunya pak #Aniessandi, semangat ya pak, semoga semua sesuai dengan janjinya",Non_HS,selamat atas status baru pak aniessandi semangat ya pak moga semua sesuai dengan janji
"Pak ahok @basukibtp tetep semangat yaaa, saya akan selalu menghargai kerja keras bapak dan saya ucapkan selamat atas kemenangan paslon nomor 3 yaitu #AniesSandi!",Non_HS,pak ahok tetep semangat yaaa saya akan selalu harga kerja keras bapak dan saya ucap selamat atas menang paslon nomor yaitu aniessandi
Terima kasih pak ahok pak djarot kami bangga perna di pimpin sama bapak berdua...tetap semangat...sukses terus pak,Non_HS,terima kasih pak ahok pak djarot kami bangga perna di pimpin sama bapak dua tetap semangat sukses terus pak
Terima kasih Pak Ahok-Djarot telah bersama kami beberapa tahun ini,Non_HS,terima kasih pak ahok djarot telah sama kami beberapa tahun ini
RT @FerpuAdvocates: Sumarsono: Gaya Pak Ahok yg Kerja Keras Patut Dicontoh dan itu Bagus!!!,Non_HS,sumarsono gaya pak ahok yg kerja keras patut contoh dan itu bagus
"RT @Franstone888: Klo semua mau jujur dan pake hati nurani, Ahok adlh yg terbaik buat Jakarta. Gubernur yg jujur dan benar2 perhatian pd warga",Non_HS,klo semua mau jujur dan pake hati nurani ahok adlh yg baik buat jakaa gubernur yg jujur dan benar perhati pd warga
Pak Ahok the best aku salut sama pak orang nya sabar dengan cobaan dari tuhan Pak Ahok is the best,Non_HS,pak ahok the best aku salut sama pak orang nya sabar dengan coba dari tuhan pak ahok is the best
"RT @hariadhi: Makasih Pak Ahok, sudah ajarkan kami makna peduli sama rakyat. Andai di masa depan saya dpt kesempatan",Non_HS,makasih pak ahok sudah ajar kami makna peduli sama rakyat andai di masa depan saya dpt sempat
RT @IpungLombok: Hadeuuuh.. Kenapa jadi gaduh gini Pilkada DKI ya... Padahal Pilkada serentak 2015 lalu aman aman saja?,Non_HS,hadeuuuh kenapa jadi gaduh gin pilkada dki ya padahal pilkada serentak lalu aman aman saja
"RT @MbakNevi: Masyarakat Transportasi Jakarta dukung Ahok-Djarot, https:\/\/t.co\/7fdwk8XvCB",Non_HS,masyarakat transpoasi jakaa dukung ahok djarot
"Saya sudah tidak tertarik melihat Debat Pilkada DKI, namun ada yang menarik. Salah satu Cagub sering mengepalkan tangan pada saat menjelas",Non_HS,saya sudah tidak tearik lihat debat pilkada dki namun ada yang tarik salah satu cagub sering kepal tangan pada saat jelas
Semangat terus. Maju terus di dalam TUHAN. God Bless you more and forever bpk ahok dan family,Non_HS,semangat terus maju terus di dalam tuhan god bless you more and forever bpk ahok dan family
"Selamat bertugas pak Anis, semoga Jakarta menjadi lebih baik lagi!",Non_HS,selamat beugas pak anis moga jakaa jadi lebih baik lagi
"@aniesbaswedan @sandiuno selamat ya pak, kami tunggu program terealisasi. Jangan kecewakan Jakarta",Non_HS,selamat ya pak kami tunggu program realisasi jangan kecewa jakaa
Saya selalu mendoakan yg terbaik untk bapak dan bapak juga mendapatkan banyak ucapan dari saudara di gaza palestina,Non_HS,saya selalu doa yg baik untk bapak dan bapak juga dapat banyak ucap dari saudara di gaza palestina
Selamat untk bpk @aniesbaswedan & @sandiagauno atas kemenangannya. Semoga allah memberkahi disetiap langkah yg bapak ambil aminnn salam3jari,Non_HS,selamat untk bpk atas menang moga allah kah tiap langkah yg bapak ambil aminnn salam jari
RT @netmediatama: Mereka telah siap berikan yang terbaik di ajang debat terbuka!,Non_HS,mereka telah siap ikan yang baik di ajang debat buka
Pak anies dan pak @sandiuno selamat ya sudah terpilih jd gubernur dan wagub Jakarta.,Non_HS,pak anies dan pak selamat ya sudah pilih jd gubernur dan wagub jakaa
RT @PartaiSocmed: Kejahatan perbankan yg di spin oleh tim AHY untuk kepentingan pilkada,Non_HS,jahat perban yg di spin oleh tim ahy untuk penting pilkada
RT @swamediumcom: Agus-Sylvi Diprediksi Maju di Putaran Kedua Pilkada DKI versi Survey GRP,Non_HS,agus sylvi prediksi maju di putar dua pilkada dki versi survey grp
RT @temanAhok: Alhamdulillah sambutan antusias warga di tiap blusukan pak Ahok selalu real. Ngga ada settingan.,Non_HS,alhamdulillah sambut antusias warga di tiap blusukan pak ahok selalu real ngga ada settingan
Sampai detik ini pak ahok masih harapan terbesar saya #prayforjakarta,Non_HS,sampai detik ini pak ahok masih harap besar saya prayforjakaa
Tuhan punya rencana yg indah buat Pak Ahok dan Pak Djarot,Non_HS,tuhan punya rencana yg indah buat pak ahok dan pak djarot
Selamat dan terima kasih banyak untuk pak Ahok dan pak Djarot yg sudah menunjukan bahwa negara ini masih punya orang2 baik,Non_HS,selamat dan terima kasih banyak untuk pak ahok dan pak djarot yg sudah tunjuk bahwa negara ini masih punya orang baik
Terima kasih pak atas segala kebaikan untuk jakarta yang sudah kalian tancapkan di hati warga jakarta,Non_HS,terima kasih pak atas segala baik untuk jakaa yang sudah kalian tancap di hati warga jakaa
Pasti bapak anies sandi kemungkinan besar menang,Non_HS,pasti bapak anies sandi mungkin besar menang
"Terima kasih. Kepada pendukung kami, percayalah... Tuhan tahu yang terbaik. #JakartaPunyaSemua",Non_HS,terima kasih kepada dukung kami percaya tuhan tahu yang baik jakaapunyasemua
Gubernur dan wakil gubernur terbaik yang pernah jakarta miliki.,Non_HS,gubernur dan wakil gubernur baik yang pernah jakaa milik
"RT @triwul82: Jelang Akhir Masa Tugas, Plt Gubernur DKI Akui Kinerja Ahok https:\/\/t.co\/04ihgI5cwZ",Non_HS,jelang akhir masa tugas plt gubernur dki aku kerja ahok
RT @Wolfcrime: Pendukung yang Telah Dibaiat tapi Tak Pilih Agus-Sylvi Akan Terima Risikonya,Non_HS,dukung yang telah baiat tapi tak pilih agus sylvi akan terima risiko
Mutiara tetap mutiara Pak Ahok Djarot. Tuhan pny rencana yg lebih dahsyat utk Bapak ber2 utk Indonesia. Maju terus.,Non_HS,mutiara tetap mutiara pak ahok djarot tuhan pny rencana yg lebih dahsyat utk bapak ber utk indonesia maju terus
Tuhan percayakan hal yang lebih Besar lagi kepada Pak Ahok selain hanya menjadi Gubernur Dki jakarta.,Non_HS,tuhan percaya hal yang lebih besar lagi kepada pak ahok selain hanya jadi gubernur dki jakaa
I LOVE YOU PAK AHOK.AKU HANYA BISA BERDOA SEMOGA TUHAN MEMBERKATI. SALAM 2 JARI UNTUK PA AHOK I LOVE YOU,Non_HS,i love you pak ahok aku hanya bisa doa moga tuhan kati salam jari untuk pa ahok i love you
Survei Terbaru: Anies-Sandi Melejit Jauh Tinggalkan Ahok-Djarot https:\/\/t.co\/2IHhuzPsbF,Non_HS,survei baru anies sandi lejit jauh tinggal ahok djarot
Aku akui pak ahok itu tangguh sekali dan apa adanya,Non_HS,aku aku pak ahok itu tangguh sekali dan apa ada
saya selalu mendukung dan berdoa untukmu ahokdjarot terimakasih,Non_HS,saya selalu dukung dan doa untuk ahokdjarot terimakasih
Meski Badjˆ tak lagi menjadi pelayan rakyat...kami selalu berdoa terbaik buat Badja. Kami bangga pernah memiliki kalian.,Non_HS,meski badj tak lagi jadi layan rakyat kami selalu doa baik buat badja kami bangga pernah milik kalian
Mudah2han pak ahok jadi nomor satu di Indonesia,Non_HS,mudah han pak ahok jadi nomor satu di indonesia
TPS Paslon Pilkada DKI Akan Dijaga Ketat,Non_HS,tps paslon pilkada dki akan jaga ketat
saya bukan penduduk jakarta. tapi saya kagum pada sosok ahok dan jarot.allah memang punya rencana lain.selamat pada beliau,Non_HS,saya bukan duduk jakaa tapi saya kagum pada sosok ahok dan jarot allah memang punya rencana lain selamat pada beliau
Pak anies tolong bongkar lagi masjid yg di bangun pak ahok di daan mogot,Non_HS,pak anies tolong bongkar lagi masjid yg di bangun pak ahok di daan mogot
Yang blm pada move on mending bsk piknik aja mumpung long weekend hehehe,Non_HS,yang blm pada move on mending bsk piknik aja mumpung long weekend hehehe
Semoga bapak bisa meneladani sosok bang yos gubernur jakarta yang sangat cinta @persijajkt,Non_HS,moga bapak bisa teladan sosok bang yos gubernur jakaa yang sangat cinta
"Pemimpin yg baik pemimpin yg mengerti akan jiwa pemuda, lanjutkan pak @aniesbaswedan",Non_HS,pimpin yg baik pimpin yg mengei akan jiwa pemuda lanjut pak
kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya,Non_HS,kami sini mendulungmu untuk jakaa yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya
"Negara kita negara BHINEKA TUNGGAL IKA. jadi ga liat pemimpin dengan agama ,ras ,budaya",Non_HS,negara kita negara bhineka tunggal ika jadi ga liat pimpin dengan agama ras budaya
pak @aniesbaswedan kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya,Non_HS,pak kami sini mendulungmu untuk jakaa yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya
Gw yakin suatu saat pasti Pak @basuki_btp akan ada patungnya sebagai tanda jasa entah itu di indo atau di madame tussaud.,Non_HS,gw yakin suatu saat pasti pak akan ada patung bagai tanda jasa entah itu di indo atau di madame tussaud
"Doa itu sebaiknya yg baik2. Karena Tuhan juga baik. Klo doa jelek jahat, akan berbalik ke diri yg mendoakan loh",Non_HS,doa itu baik yg baik karena tuhan juga baik klo doa jelek jahat akan balik ke diri yg doa loh
"#badja Jakarta tidak butuh kalian lagi, tapi Indonesia menunggu untuk pengabdian kalian.",Non_HS,badja jakaa tidak butuh kalian lagi tapi indonesia tunggu untuk abdi kalian
"Artikel saya untuk Mas @pandji. Dari reklamasi, penggusuran, DP 0 Rupiah, OKE OCE, hingga ""figur pemersatu"".",Non_HS,aikel saya untuk mas dari reklamasi gusur dp rupiah oke oce hingga figur satu
"#BesokGueAhok Karena Terbukti Dan Teruji Dari Segi Kerjanya,Ahok Untuk DKI Jakarta Lebih Baik Kemudian #TetapAhok",Non_HS,besokgueahok karena bukti dan uji dari segi kerja ahok untuk dki jakaa lebih baik kemudian tetapahok
"ga tinggal di Jakarta sih, tp 1 rumah ngotot banget dukung Pak @basuki_btp!",Non_HS,ga tinggal di jakaa sih tp rumah ngotot banget dukung pak
Semangat Pilkada! Untukmu pilihanmu dan untukku pilihanku #tetapahok,Non_HS,semangat pilkada untuk pilih dan untuk pilih tetapahok
"Tapi perbedaan vital di reklamasi sama perumahan, justru gak bisa berkutik sama sekali.",Non_HS,tapi beda vital di reklamasi sama rumah justru gak bisa kutik sama sekali
"Sabar dulu jgn tergesa2 nagih, beliau belum dilantik baru bulan Oktober nanti.",Non_HS,sabar dulu jgn gesa nagih beliau belum lantik baru bulan oktober nanti
Pak @aniesbaswedan knpa ngga mampir dulu ke tempat saya. Orangtua saya ngefans bgt,Non_HS,pak knpa ngga mampir dulu ke tempat saya orangtua saya ngefans bgt
Semoga @persijajkt lebih maju dengan adanya gubernur era baru.,Non_HS,moga lebih maju dengan ada gubernur era baru
Tetap di masyarakat jakarta dan selalu membuat jakarta lebih baik.Dan hasilnya pun sudah terbukti,Non_HS,tetap di masyarakat jakaa dan selalu buat jakaa lebih baik dan hasil pun sudah bukti
saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok.,Non_HS,saya bagai masyarakat jakaa salut hadap pimpin pak ahok
Semua sayang ahok. Saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi.,Non_HS,semua sayang ahok saya harap ahok bisa jadi presiden lanjut sama pak jokowi
Bukan lagi milik jakarta lagi ahok tapi milik kita untuk membangun jakarta lebih baik,Non_HS,bukan lagi milik jakaa lagi ahok tapi milik kita untuk bangun jakaa lebih baik
"Pak Ahok, jadi cagub di Bekasi aja ya pak... Bekasi mau dipimpin orang seperti bapak, biar ada perubahan lebih baik @basukibtp",Non_HS,pak ahok jadi cagub di bekas aja ya pak bekas mau pimpin orang pei bapak biar ada ubah lebih baik
Kekalahan Ahok adalah kemunduran peradaban di Indonesia. Selamat datang radikalisme. Akal sehat sudah tidak ada dinegara ini.,Non_HS,kalah ahok adalah mundur adab di indonesia selamat datang radikalisme akal sehat sudah tidak ada negara ini
"Semangat pak ahok , bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik, terima kasih pak",Non_HS,semangat pak ahok bapak sudah juang kuat tenaga dan sudah usaha laku yang baik terima kasih pak
Terima Kasih pak sudah mengabdi dijakarta dengan segudang permintaan warga.,Non_HS,terima kasih pak sudah abdi dijakaa dengan gudang minta warga
"Mungkin ada kata kata yang menyakitkan ya pak, tapi semoga itu menjadi semangat untuk bapak kedepannya.",Non_HS,mungkin ada kata kata yang sakit ya pak tapi moga itu jadi semangat untuk bapak depan
Walaupun bapak tidak menang. Tapi saya menikmati kerja keras bapak selama menjabat. Terima kasih untuk bapak ahok.,Non_HS,walaupun bapak tidak menang tapi saya nikmat kerja keras bapak lama jabat terima kasih untuk bapak ahok
miris ya pak ahok...sukses slalu buat my idola pak ahok,Non_HS,miris ya pak ahok sukses slalu buat my idola pak ahok
"Gue lebih suka Ahok bantuin Jokowi ngurusin Indonesia agar lebih cepet maju, bukan hanya Jakarta.",Non_HS,gue lebih suka ahok bantuin jokowi ngurusin indonesia agar lebih cepet maju bukan hanya jakaa
"Pak kok saya pngn peluk bapak sambil bilang "" pak tetap semangat ya, saya selalu mendoakan yg terbaik untuk bapak""",Non_HS,pak kok saya pngn peluk bapak sambil bilang pak tetap semangat ya saya selalu doa yg baik untuk bapak
aya bukan warga jakarta tp saya sering ke jakarta.....saya bangga jakarta pernah di pegang bapak. Jadi rapih pak sekarang.....,Non_HS,aya bukan warga jakaa tp saya sering ke jakaa saya bangga jakaa pernah di pegang bapak jadi rapih pak sekarang
Maka seyogyanya pilihanku #TetapAhok karna terlihat pencerahan pd sistem birokrasi.,Non_HS,maka seyogyanya pilih tetapahok karna lihat cerah pd sistem birokrasi
Pak ahok tetap menjadi gubenur dihatiku ....,Non_HS,pak ahok tetap jadi gubenur hati
Dari lahir di Jakarta sampe detik ini baru gue liat kali & pintu air Manggarai bersih dari sampah ya pas jaman Jokowi sampe Ahok. #TetapAhok,Non_HS,dari lahir di jakaa sampe detik ini baru gue liat kali pintu air manggarai bersih dari sampah ya pas jaman jokowi sampe ahok tetapahok
Gpp kalah. mungkin belom rejekinya ya pak. Bagi kami bapak tetap pemimpin yang jujur. Tetap berkarya nyata,Non_HS,gpp kalah mungkin bom rejekinya ya pak bagi kami bapak tetap pimpin yang jujur tetap karya nyata
"Selama 20 tahun tinggal di Jakarta, baru 5 tahun terakhir benar-benar terasa perubahan dan sadar kalau itu akitbat gubernurnya.",Non_HS,lama tahun tinggal di jakaa baru tahun akhir benar benar asa ubah dan sadar kalau itu akitbat gubernur
Aku cinta Pak Ahok. Terimakasih ya Pak atas jasa-jasa dan kerja nyatanya selama 5 tahun terakhir.,Non_HS,aku cinta pak ahok terimakasih ya pak atas jasa jasa dan kerja nyata lama tahun akhir
Tetap semangat pak ahok.... terimakasih atas semua yg anda berikan untuk jakarta. sukses selalu buat pak ahok.,Non_HS,tetap semangat pak ahok terimakasih atas semua yg anda ikan untuk jakaa sukses selalu buat pak ahok
Pak ahok kita tetap mendukung apapun yang terjadi,Non_HS,pak ahok kita tetap dukung apa yang jadi
Terima kasih banyak buat kinerja keras dari Pak Ahok dan team selama memimpin DKI Jakarta. Tetap semangat selalu Pak. God Bless Bapak & Family.,Non_HS,terima kasih banyak buat kerja keras dari pak ahok dan team lama pimpin dki jakaa tetap semangat selalu pak god bless bapak family
"Bapak ahok sosok yang saya banggakan, terimakasih pak sudah merubah jakarta.",Non_HS,bapak ahok sosok yang saya bangga terimakasih pak sudah rubah jakaa
"semoga pak ahok selalu dlm lindungan tuhan, saya sayang sama pak ahok, pak ahok orang baik.",Non_HS,moga pak ahok selalu dlm lindung tuhan saya sayang sama pak ahok pak ahok orang baik
Terima kasih pak Basuki. Sampai kapan pun sejarah akan mencatat bapak membawa perubahan bagi kami warga jakarta,Non_HS,terima kasih pak basuki sampai kapan pun sejarah akan catat bapak bawa ubah bagi kami warga jakaa
"Lanjutkan perjuangan Pak, Bapak orang baik pasti ditempatkan di tempat yg lebih baik juga.",Non_HS,lanjut juang pak bapak orang baik pasti tempat di tempat yg lebih baik juga
Kau lah yang terhebat.. Karna kau lah kami mendapat inspirasi dan pengalaman yang sangat berharga.,Non_HS,kau lah yang hebat karna kau lah kami dapat inspirasi dan alam yang sangat harga
Buat Pak Ahok tetap berkarya pak. Masih ada kesempatan lebih baik di 2019,Non_HS,buat pak ahok tetap karya pak masih ada sempat lebih baik di
Pak saya setuju kalo pak jadi gubenur karena kerja pak sangat bagus kerena kerja pak basuki tegas keluarga kami mendukung pak basuki,Non_HS,pak saya tuju kalo pak jadi gubenur karena kerja pak sangat bagus rena kerja pak basuki tegas keluarga kami dukung pak basuki
Bapak tetap yg terbaik untuk jakarta..terima kasih pak untuk semua yg bapak kerjakan selama ini semoga Allah selalu meridhoi bapak dalam setiap langkah bapak..,Non_HS,bapak tetap yg baik untuk jakaa terima kasih pak untuk semua yg bapak kerja lama ini moga allah selalu meridhoi bapak dalam tiap langkah bapak
jabatan bukan hal penting yg terpenting bapak tetap orang terhebat di jakarta tentang kerja keras Pak Ahok..sekali lagi terima kasih Pak Ahok,Non_HS,jabat bukan hal penting yg penting bapak tetap orang hebat di jakaa tentang kerja keras pak ahok sekali lagi terima kasih pak ahok
Pak Ahok....walau saya bukan warga DKI....saya sangat sedih bapak tidak terpilih lg jd Gubenur DKI.....,Non_HS,pak ahok walau saya bukan warga dki saya sangat sedih bapak tidak pilih lg jd gubenur dki
Hanya bpk lah gubernur satu satunya yg bisa membawa perubahan di Jakarta...semangat pak...,Non_HS,hanya bpk lah gubernur satu satu yg bisa bawa ubah di jakaa semangat pak
"Pak ahok, saya mempunyai ibu, ibu saya selalu mendoakan pak ahok setiap waktu dan setiap pagi jam 3 ibu saya sebenarnya kecewa dengan hasil pilkada",Non_HS,pak ahok saya punya ibu ibu saya selalu doa pak ahok tiap waktu dan tiap pagi jam ibu saya benar kecewa dengan hasil pilkada
"tapi kalah menang itu biasa. kekuasaan ada di tangan tuhan, asal bapak ahok tidak menjual iman pak ahok dengan jabatan",Non_HS,tapi kalah menang itu biasa kuasa ada di tangan tuhan asal bapak ahok tidak jual iman pak ahok dengan jabat
Terimakasih banyak pak ahok dan djarot untuk kerja tulus dan kerasnya untuk Jakarta..,Non_HS,terimakasih banyak pak ahok dan djarot untuk kerja tulus dan keras untuk jakaa
Media Asing Menyorot Hasil Pilkada Jakarta,Non_HS,media asing sorot hasil pilkada jakaa
Ahok Banyak Belajar di Pilkada DKI,Non_HS,ahok banyak ajar di pilkada dki
Ini Pelajaran yang Dipetik Ahok dari Pilkada DKI,Non_HS,ini ajar yang petik ahok dari pilkada dki
Ahok: Lupakan Semua Masalah Kampanye dan Pilkada,Non_HS,ahok lupa semua masalah kampanye dan pilkada
